Wall time,Step,Value
1503568410.18042,0,248.46673583984375
1503568542.8893,1,20.429401397705078
1503568675.800497,2,9.85313606262207
1503568808.319166,3,5.598904132843018
1503568941.870846,4,3.509664297103882
1503569075.186898,5,2.838956356048584
1503569209.943029,6,1.903839349746704
1503569349.394961,7,1.7054284811019897
1503569491.409817,8,1.6721746921539307
1503569630.581948,9,1.3230773210525513
1503569771.604876,10,1.0372390747070312
1503569910.22741,11,0.688942015171051
1503570043.768738,12,0.7309074401855469
1503570176.390828,13,0.480794221162796
1503570310.267024,14,0.47946304082870483
1503570444.185889,15,0.3676208257675171
1503570578.259858,16,0.5025084614753723
1503570712.950615,17,0.38881900906562805
1503570847.591434,18,0.40199366211891174
1503570982.790197,19,0.24940040707588196
1503571118.859279,20,0.3041135370731354
1503571257.164193,21,0.3749232292175293
1503571393.260638,22,0.2432551234960556
1503571530.291867,23,0.21897731721401215
1503571664.369061,24,0.2363760769367218
1503571798.285114,25,0.21231354773044586
1503571931.287692,26,0.23699495196342468
1503572065.14799,27,0.2544536292552948
1503572198.37946,28,0.30531471967697144
1503572331.653088,29,0.3516659140586853
1503572466.542503,30,0.29991939663887024
1503572601.181301,31,0.1449042558670044
1503572734.579789,32,0.21688340604305267
1503572869.613396,33,0.12425605952739716
1503573003.722589,34,0.13564549386501312
1503573137.165812,35,0.09787959605455399
1503573272.877995,36,0.12655621767044067
1503573407.345834,37,0.1488734781742096
1503573539.641602,38,0.1353738158941269
1503573672.046277,39,0.13420946896076202
1503573807.520671,40,0.11681649088859558
1503573944.648533,41,0.12708109617233276
1503574083.118378,42,0.09407903254032135
1503574224.629909,43,0.07838422060012817
1503574365.957754,44,0.12000983208417892
1503574506.602073,45,0.07531707733869553
1503574646.329564,46,0.14133217930793762
1503574784.886978,47,0.14209921658039093
1503574922.68708,48,0.08692615479230881
1503575057.55503,49,0.12545476853847504
