Wall time,Step,Value
1504860268.330268,64,0.6988999843597412
1504860315.652478,65,0.6980000138282776
1504860364.430996,66,0.7045000195503235
1504860412.975402,67,0.7019000053405762
1504860460.347567,68,0.703499972820282
1504860507.13552,69,0.704200029373169
1504860555.158661,70,0.7062000036239624
1504860603.10707,71,0.7038999795913696
1504860651.039294,72,0.7060999870300293
1504860698.551857,73,0.707099974155426
1504860745.810164,74,0.7091000080108643
1504860792.932814,75,0.710099995136261
1504860840.639172,76,0.7131999731063843
1504860888.088611,77,0.7106999754905701
1504860934.849077,78,0.7146999835968018
1504860981.436975,79,0.7139000296592712
1504861028.321861,80,0.714900016784668
1504861074.739063,81,0.715499997138977
1504861120.493567,82,0.7181000113487244
1504861166.483826,83,0.7207000255584717
1504861212.021712,84,0.7204999923706055
1504861257.728759,85,0.7184000015258789
1504861304.464621,86,0.72079998254776
1504861351.19845,87,0.7184000015258789
1504861398.156602,88,0.7208999991416931
1504861445.082054,89,0.7239999771118164
1504861491.774216,90,0.723800003528595
1504861538.522664,91,0.7250999808311462
1504861585.504174,92,0.7257000207901001
1504861630.547567,93,0.7203999757766724
1504861676.970429,94,0.724399983882904
1504861724.775782,95,0.7279000282287598
1504861770.727791,96,0.7286999821662903
1504861818.253425,97,0.7297999858856201
1504861864.783298,98,0.7301999926567078
1504861910.950207,99,0.7293000221252441
1504861958.585922,100,0.7269999980926514
1504862004.699874,101,0.7293999791145325
1504862050.465624,102,0.7317000031471252
1504862097.328858,103,0.7347999811172485
1504862143.656024,104,0.73580002784729
1504862190.07646,105,0.7337999939918518
1504862237.120636,106,0.73089998960495
1504862284.638122,107,0.7387999892234802
1504862333.025854,108,0.7347999811172485
1504862384.683645,109,0.7383000254631042
1504862436.336118,110,0.7361999750137329
1504862487.76989,111,0.7364000082015991
1504862538.946653,112,0.7408999800682068
1504862590.794671,113,0.7365999817848206
1504862642.863225,114,0.7400000095367432
1504862694.988507,115,0.7379000186920166
1504862746.498766,116,0.7414000034332275
1504862797.622353,117,0.7382000088691711
1504862848.928694,118,0.7445999979972839
1504862900.348538,119,0.7452999949455261
1504862959.800225,120,0.7418000102043152
1504863017.98766,121,0.7398999929428101
1504863076.366439,122,0.7412999868392944
1504863134.708339,123,0.7422000169754028
1504863192.902149,124,0.7466999888420105
1504863252.122503,125,0.741599977016449
1504863311.951607,126,0.7448999881744385
1504863371.951506,127,0.7416999936103821
1504863432.047304,128,0.7465000152587891
1504863490.835047,129,0.7440999746322632
1504863550.828033,130,0.7419000267982483
1504863614.333217,131,0.7421000003814697
1504863677.472674,132,0.7462999820709229
1504863740.382965,133,0.7468000054359436
1504863803.316029,134,0.7483000159263611
1504863859.655224,135,0.7476999759674072
1504863912.040849,136,0.748199999332428
1504863963.398,137,0.7459999918937683
1504864014.871283,138,0.7484999895095825
1504864066.196501,139,0.7472000122070312
1504864117.663035,140,0.7472000122070312
1504864166.97089,141,0.7495999932289124
1504864214.313854,142,0.7445999979972839
1504864262.780638,143,0.7495999932289124
1504864311.659895,144,0.7541999816894531
1504864359.598609,145,0.7490000128746033
1504864407.635764,146,0.7523000240325928
1504864455.321982,147,0.7547000050544739
1504864503.903125,148,0.7523999810218811
1504864552.008536,149,0.7519999742507935
1504864599.346598,150,0.7516999840736389
1504864648.179297,151,0.7484999895095825
1504864696.167845,152,0.7487000226974487
1504864744.306381,153,0.7526999711990356
1504864791.832806,154,0.7555000185966492
1504864839.248752,155,0.7541000247001648
1504864887.301451,156,0.7573999762535095
1504864935.036307,157,0.7527999877929688
1504864982.343569,158,0.7574999928474426
1504865031.098598,159,0.7523000240325928
1504865080.57483,160,0.755299985408783
1504865131.242396,161,0.7540000081062317
1504865181.315274,162,0.7577000260353088
1504865231.560188,163,0.758400022983551
1504865282.336001,164,0.7580000162124634
1504865332.827554,165,0.758899986743927
1504865382.441859,166,0.7626000046730042
1504865432.119394,167,0.7591999769210815
1504865481.60092,168,0.7599999904632568
1504865531.304834,169,0.753600001335144
1504865581.178555,170,0.7616999745368958
1504865630.137516,171,0.7576000094413757
1504865677.600522,172,0.7572000026702881
1504865724.943915,173,0.7595999836921692
1504865772.16874,174,0.7613000273704529
1504865819.454118,175,0.7570000290870667
1504865866.945507,176,0.7638999819755554
1504865912.834886,177,0.7598999738693237
1504865959.77605,178,0.7580000162124634
1504866007.037172,179,0.7641000151634216
1504866053.240798,180,0.7649999856948853
1504866100.455929,181,0.7612000107765198
1504866147.498241,182,0.7627000212669373
1504866194.176005,183,0.7620999813079834
1504866242.287142,184,0.7580999732017517
1504866292.191599,185,0.7627000212669373
1504866340.879397,186,0.7660999894142151
1504866390.732109,187,0.7623000144958496
1504866440.928327,188,0.7613999843597412
1504866490.922917,189,0.760200023651123
1504866541.255838,190,0.7639999985694885
1504866591.551476,191,0.7617999911308289
1504866639.99674,192,0.7642999887466431
1504866688.982599,193,0.7613000273704529
1504866738.79965,194,0.7653999924659729
1504866788.375098,195,0.7657999992370605
1504866837.413229,196,0.7610999941825867
1504866885.075245,197,0.7627000212669373
1504866933.270678,198,0.7638999819755554
1504866981.655282,199,0.7657999992370605
