Wall time,Step,Value
1504863073.179663,122,0.5945017337799072
1504863131.639712,123,0.5890645384788513
1504863189.745987,124,0.5840238928794861
1504863249.000065,125,0.5833387970924377
1504863308.716064,126,0.5750709772109985
1504863368.745021,127,0.5732816457748413
1504863428.776351,128,0.5711172223091125
1504863487.714367,129,0.5700882077217102
1504863547.490541,130,0.5668702721595764
1504863610.828908,131,0.5664135813713074
1504863674.207514,132,0.5607834458351135
1504863737.16054,133,0.5551573038101196
1504863800.119258,134,0.5551855564117432
1504863856.678509,135,0.5503661632537842
1504863908.918608,136,0.5490230321884155
1504863960.525857,137,0.5451453924179077
1504864011.874776,138,0.5388932824134827
1504864063.234011,139,0.5380737781524658
1504864114.72408,140,0.5323177576065063
1504864164.098665,141,0.5283566117286682
1504864211.478415,142,0.5249719619750977
1504864259.809244,143,0.5267706513404846
1504864308.817223,144,0.525256335735321
1504864356.708123,145,0.5150763392448425
1504864404.918711,146,0.5133118033409119
1504864452.531683,147,0.5075724124908447
1504864501.226351,148,0.5093598961830139
1504864549.216275,149,0.5103164315223694
1504864596.53032,150,0.5059762597084045
1504864645.268008,151,0.5020013451576233
1504864693.411173,152,0.5006981492042542
1504864741.58319,153,0.4967373311519623
1504864789.113697,154,0.4953833520412445
1504864836.531455,155,0.4886087477207184
1504864884.537066,156,0.4878419041633606
1504864932.22363,157,0.4872605800628662
1504864979.580764,158,0.4824087619781494
1504865028.242586,159,0.4796004593372345
1504865077.7292,160,0.47714290022850037
1504865128.393038,161,0.47731003165245056
1504865178.417898,162,0.47044581174850464
1504865228.696773,163,0.47169092297554016
1504865279.435855,164,0.4652664065361023
1504865329.998026,165,0.46440690755844116
1504865379.585552,166,0.46026891469955444
1504865429.320537,167,0.45630624890327454
1504865478.777026,168,0.455876886844635
1504865528.449416,169,0.45237669348716736
1504865578.343809,170,0.44887134432792664
1504865627.37573,171,0.44790011644363403
1504865674.883154,172,0.44430485367774963
1504865722.255386,173,0.44265198707580566
1504865769.360364,174,0.4413623511791229
1504865816.714157,175,0.43859055638313293
1504865864.16781,176,0.4342826008796692
1504865910.049472,177,0.43192192912101746
1504865956.962221,178,0.4314320683479309
1504866004.298838,179,0.42799142003059387
1504866050.518686,180,0.42185747623443604
1504866097.703431,181,0.42455700039863586
1504866144.783511,182,0.4202348589897156
1504866191.439515,183,0.42014116048812866
1504866239.508027,184,0.4166612923145294
1504866289.367225,185,0.4127195477485657
1504866338.09539,186,0.4083377420902252
1504866387.921502,187,0.4086320996284485
1504866438.093108,188,0.40827587246894836
1504866488.097695,189,0.40316078066825867
1504866538.390803,190,0.40124714374542236
1504866588.69547,191,0.3982372283935547
1504866637.162012,192,0.3943912088871002
1504866686.151054,193,0.3951375186443329
1504866736.011867,194,0.38895663619041443
1504866785.525015,195,0.38714370131492615
1504866834.553682,196,0.3843585252761841
1504866882.272084,197,0.3814447224140167
1504866930.376446,198,0.37919411063194275
1504866978.857063,199,0.37950775027275085
